medicine name,bangla name,generic,company,category,strength,dosage form,pack size,sku,barcode,mrp,selling price,purchase price,stock quantity,unit type,batch number,expiry date,prescription required,active,image url,aliases,uses,dosage,side effects,warnings,storage,alternatives
Levofloxacin 250mg Tablet GENE,,Levofloxacin,General Pharmaceuticals,Antibiotics,250mg,Tablet,10 units/strip,MB-01196,8801602001196,22.80,21.43,16.72,286,tablet,MB241196,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; General Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 250mg Tablet BEAC,,Levofloxacin,Beacon Pharmaceuticals,Antibiotics,250mg,Tablet,10 units/strip,MB-01197,8801602001197,22.80,21.43,16.72,287,tablet,MB241197,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Beacon Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 250mg Tablet POPU,,Levofloxacin,Popular Pharmaceuticals,Antibiotics,250mg,Tablet,10 units/strip,MB-01198,8801602001198,22.80,21.43,16.72,288,tablet,MB241198,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Popular Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 250mg Tablet NUVI,,Levofloxacin,Nuvista Pharma,Antibiotics,250mg,Tablet,10 units/strip,MB-01199,8801602001199,22.80,21.43,16.72,289,tablet,MB241199,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Nuvista Pharma,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 250mg Tablet ORIO,,Levofloxacin,Orion Pharma,Antibiotics,250mg,Tablet,10 units/strip,MB-01200,8801602001200,22.80,21.43,16.72,290,tablet,MB241200,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Orion Pharma,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet SQUA,,Levofloxacin,Square Pharmaceuticals,Antibiotics,500mg,Tablet,10 units/strip,MB-01201,8801602001201,22.80,21.43,16.72,291,tablet,MB241201,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Square Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet BEXI,,Levofloxacin,Beximco Pharmaceuticals,Antibiotics,500mg,Tablet,10 units/strip,MB-01202,8801602001202,22.80,21.43,16.72,292,tablet,MB241202,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Beximco Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet INCE,,Levofloxacin,Incepta Pharmaceuticals,Antibiotics,500mg,Tablet,10 units/strip,MB-01203,8801602001203,22.80,21.43,16.72,293,tablet,MB241203,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Incepta Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet RENA,,Levofloxacin,Renata Limited,Antibiotics,500mg,Tablet,10 units/strip,MB-01204,8801602001204,22.80,21.43,16.72,294,tablet,MB241204,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Renata Limited,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet OPSO,,Levofloxacin,Opsonin Pharma,Antibiotics,500mg,Tablet,10 units/strip,MB-01205,8801602001205,22.80,21.43,16.72,295,tablet,MB241205,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Opsonin Pharma,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet ESKA,,Levofloxacin,Eskayef Pharmaceuticals,Antibiotics,500mg,Tablet,10 units/strip,MB-01206,8801602001206,22.80,21.43,16.72,296,tablet,MB241206,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Eskayef Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet ACI,,Levofloxacin,ACI Limited,Antibiotics,500mg,Tablet,10 units/strip,MB-01207,8801602001207,22.80,21.43,16.72,297,tablet,MB241207,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; ACI Limited,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet ARIS,,Levofloxacin,Aristopharma,Antibiotics,500mg,Tablet,10 units/strip,MB-01208,8801602001208,22.80,21.43,16.72,298,tablet,MB241208,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Aristopharma,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet HEAL,,Levofloxacin,Healthcare Pharmaceuticals,Antibiotics,500mg,Tablet,10 units/strip,MB-01209,8801602001209,22.80,21.43,16.72,299,tablet,MB241209,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Healthcare Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet DRUG,,Levofloxacin,Drug International,Antibiotics,500mg,Tablet,10 units/strip,MB-01210,8801602001210,22.80,21.43,16.72,300,tablet,MB241210,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Drug International,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet ACME,,Levofloxacin,Acme Laboratories,Antibiotics,500mg,Tablet,10 units/strip,MB-01211,8801602001211,22.80,21.43,16.72,301,tablet,MB241211,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Acme Laboratories,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet GENE,,Levofloxacin,General Pharmaceuticals,Antibiotics,500mg,Tablet,10 units/strip,MB-01212,8801602001212,22.80,21.43,16.72,302,tablet,MB241212,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; General Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet BEAC,,Levofloxacin,Beacon Pharmaceuticals,Antibiotics,500mg,Tablet,10 units/strip,MB-01213,8801602001213,22.80,21.43,16.72,303,tablet,MB241213,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Beacon Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet POPU,,Levofloxacin,Popular Pharmaceuticals,Antibiotics,500mg,Tablet,10 units/strip,MB-01214,8801602001214,22.80,21.43,16.72,304,tablet,MB241214,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Popular Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet NUVI,,Levofloxacin,Nuvista Pharma,Antibiotics,500mg,Tablet,10 units/strip,MB-01215,8801602001215,22.80,21.43,16.72,305,tablet,MB241215,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Nuvista Pharma,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 500mg Tablet ORIO,,Levofloxacin,Orion Pharma,Antibiotics,500mg,Tablet,10 units/strip,MB-01216,8801602001216,22.80,21.43,16.72,306,tablet,MB241216,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Orion Pharma,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet SQUA,,Levofloxacin,Square Pharmaceuticals,Antibiotics,750mg,Tablet,10 units/strip,MB-01217,8801602001217,22.80,21.43,16.72,307,tablet,MB241217,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Square Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet BEXI,,Levofloxacin,Beximco Pharmaceuticals,Antibiotics,750mg,Tablet,10 units/strip,MB-01218,8801602001218,22.80,21.43,16.72,308,tablet,MB241218,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Beximco Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet INCE,,Levofloxacin,Incepta Pharmaceuticals,Antibiotics,750mg,Tablet,10 units/strip,MB-01219,8801602001219,22.80,21.43,16.72,309,tablet,MB241219,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Incepta Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet RENA,,Levofloxacin,Renata Limited,Antibiotics,750mg,Tablet,10 units/strip,MB-01220,8801602001220,22.80,21.43,16.72,310,tablet,MB241220,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Renata Limited,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet OPSO,,Levofloxacin,Opsonin Pharma,Antibiotics,750mg,Tablet,10 units/strip,MB-01221,8801602001221,22.80,21.43,16.72,311,tablet,MB241221,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Opsonin Pharma,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet ESKA,,Levofloxacin,Eskayef Pharmaceuticals,Antibiotics,750mg,Tablet,10 units/strip,MB-01222,8801602001222,22.80,21.43,16.72,312,tablet,MB241222,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Eskayef Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet ACI,,Levofloxacin,ACI Limited,Antibiotics,750mg,Tablet,10 units/strip,MB-01223,8801602001223,22.80,21.43,16.72,313,tablet,MB241223,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; ACI Limited,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet ARIS,,Levofloxacin,Aristopharma,Antibiotics,750mg,Tablet,10 units/strip,MB-01224,8801602001224,22.80,21.43,16.72,314,tablet,MB241224,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Aristopharma,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet HEAL,,Levofloxacin,Healthcare Pharmaceuticals,Antibiotics,750mg,Tablet,10 units/strip,MB-01225,8801602001225,22.80,21.43,16.72,315,tablet,MB241225,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Healthcare Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet DRUG,,Levofloxacin,Drug International,Antibiotics,750mg,Tablet,10 units/strip,MB-01226,8801602001226,22.80,21.43,16.72,316,tablet,MB241226,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Drug International,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet ACME,,Levofloxacin,Acme Laboratories,Antibiotics,750mg,Tablet,10 units/strip,MB-01227,8801602001227,22.80,21.43,16.72,317,tablet,MB241227,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Acme Laboratories,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet GENE,,Levofloxacin,General Pharmaceuticals,Antibiotics,750mg,Tablet,10 units/strip,MB-01228,8801602001228,22.80,21.43,16.72,318,tablet,MB241228,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; General Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet BEAC,,Levofloxacin,Beacon Pharmaceuticals,Antibiotics,750mg,Tablet,10 units/strip,MB-01229,8801602001229,22.80,21.43,16.72,319,tablet,MB241229,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Beacon Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet POPU,,Levofloxacin,Popular Pharmaceuticals,Antibiotics,750mg,Tablet,10 units/strip,MB-01230,8801602001230,22.80,21.43,16.72,320,tablet,MB241230,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Popular Pharmaceuticals,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet NUVI,,Levofloxacin,Nuvista Pharma,Antibiotics,750mg,Tablet,10 units/strip,MB-01231,8801602001231,22.80,21.43,16.72,321,tablet,MB241231,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Nuvista Pharma,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Levofloxacin 750mg Tablet ORIO,,Levofloxacin,Orion Pharma,Antibiotics,750mg,Tablet,10 units/strip,MB-01232,8801602001232,22.80,21.43,16.72,322,tablet,MB241232,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Levofloxacin; Antibiotics; Orion Pharma,Respiratory and urinary infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Levofloxacin
Doxycycline 100mg Capsule SQUA,,Doxycycline,Square Pharmaceuticals,Antibiotics,100mg,Capsule,10 units/strip,MB-01233,8801602001233,22.15,20.82,16.24,323,capsule,MB241233,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Square Pharmaceuticals,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule BEXI,,Doxycycline,Beximco Pharmaceuticals,Antibiotics,100mg,Capsule,10 units/strip,MB-01234,8801602001234,22.15,20.82,16.24,324,capsule,MB241234,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Beximco Pharmaceuticals,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule INCE,,Doxycycline,Incepta Pharmaceuticals,Antibiotics,100mg,Capsule,10 units/strip,MB-01235,8801602001235,22.15,20.82,16.24,325,capsule,MB241235,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Incepta Pharmaceuticals,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule RENA,,Doxycycline,Renata Limited,Antibiotics,100mg,Capsule,10 units/strip,MB-01236,8801602001236,22.15,20.82,16.24,326,capsule,MB241236,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Renata Limited,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule OPSO,,Doxycycline,Opsonin Pharma,Antibiotics,100mg,Capsule,10 units/strip,MB-01237,8801602001237,22.15,20.82,16.24,327,capsule,MB241237,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Opsonin Pharma,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule ESKA,,Doxycycline,Eskayef Pharmaceuticals,Antibiotics,100mg,Capsule,10 units/strip,MB-01238,8801602001238,22.15,20.82,16.24,328,capsule,MB241238,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Eskayef Pharmaceuticals,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule ACI,,Doxycycline,ACI Limited,Antibiotics,100mg,Capsule,10 units/strip,MB-01239,8801602001239,22.15,20.82,16.24,329,capsule,MB241239,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; ACI Limited,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule ARIS,,Doxycycline,Aristopharma,Antibiotics,100mg,Capsule,10 units/strip,MB-01240,8801602001240,22.15,20.82,16.24,330,capsule,MB241240,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Aristopharma,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule HEAL,,Doxycycline,Healthcare Pharmaceuticals,Antibiotics,100mg,Capsule,10 units/strip,MB-01241,8801602001241,22.15,20.82,16.24,331,capsule,MB241241,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Healthcare Pharmaceuticals,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule DRUG,,Doxycycline,Drug International,Antibiotics,100mg,Capsule,10 units/strip,MB-01242,8801602001242,22.15,20.82,16.24,332,capsule,MB241242,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Drug International,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule ACME,,Doxycycline,Acme Laboratories,Antibiotics,100mg,Capsule,10 units/strip,MB-01243,8801602001243,22.15,20.82,16.24,333,capsule,MB241243,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Acme Laboratories,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule GENE,,Doxycycline,General Pharmaceuticals,Antibiotics,100mg,Capsule,10 units/strip,MB-01244,8801602001244,22.15,20.82,16.24,334,capsule,MB241244,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; General Pharmaceuticals,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule BEAC,,Doxycycline,Beacon Pharmaceuticals,Antibiotics,100mg,Capsule,10 units/strip,MB-01245,8801602001245,22.15,20.82,16.24,335,capsule,MB241245,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Beacon Pharmaceuticals,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule POPU,,Doxycycline,Popular Pharmaceuticals,Antibiotics,100mg,Capsule,10 units/strip,MB-01246,8801602001246,22.15,20.82,16.24,336,capsule,MB241246,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Popular Pharmaceuticals,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule NUVI,,Doxycycline,Nuvista Pharma,Antibiotics,100mg,Capsule,10 units/strip,MB-01247,8801602001247,22.15,20.82,16.24,337,capsule,MB241247,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Nuvista Pharma,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Doxycycline 100mg Capsule ORIO,,Doxycycline,Orion Pharma,Antibiotics,100mg,Capsule,10 units/strip,MB-01248,8801602001248,22.15,20.82,16.24,338,capsule,MB241248,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Doxycycline; Antibiotics; Orion Pharma,Acne and respiratory infections,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Doxycycline
Metronidazole 200mg Tablet SQUA,,Metronidazole,Square Pharmaceuticals,Antibiotics,200mg,Tablet,10 units/strip,MB-01249,8801602001249,23.45,22.04,17.19,339,tablet,MB241249,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Square Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet BEXI,,Metronidazole,Beximco Pharmaceuticals,Antibiotics,200mg,Tablet,10 units/strip,MB-01250,8801602001250,23.45,22.04,17.19,340,tablet,MB241250,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Beximco Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
Metronidazole 200mg Tablet INCE,,Metronidazole,Incepta Pharmaceuticals,Antibiotics,200mg,Tablet,10 units/strip,MB-01251,8801602001251,23.45,22.04,17.19,341,tablet,MB241251,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Metronidazole; Antibiotics; Incepta Pharmaceuticals,Anaerobic infections and amoebiasis,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Metronidazole
